cve_id,hash,repo_url,msg,merge,parents,num_files,num_lines_added,num_lines_deleted
GHSA-p4jg-pccf-h82c,e661a4940df78fbb7b52c622ac4ae6a3a7f7d8aa,https://github.com/waycrate/swhkd,[patch] CVE-2022-27815,0,0b620a09605afb815c6d8d8953bbb7a10a8c0575,1,6,2
GHSA-6q5w-m3c5-rv95,c9ef5bd63cad5c0c123344c072b490a1a9bcbe1f,https://github.com/rusqlite/rusqlite,Make VTab / VTabCursor `unsafe trait` as implmenting them on the wrong type is unsound,0,3c6b57fe1b2cc87e7ebecde43dd836ffb1c4ea5c,4,13,9
GHSA-3227-r97m-8j95,da7904c04f82e1cb43cc42eaf6a1dba072b5c921,https://github.com/Basicprogrammer10/afire,🎗 Fix Path Traversal Exploit,0,5644d94eec95abe9323d99e307851a52957777d5,1,10,2
GHSA-8m49-2xj8-67v9,0b620a09605afb815c6d8d8953bbb7a10a8c0575,https://github.com/waycrate/swhkd,[patch] CVE-2022-27816,0,f70b99dd575fab79d8a942111a6980431f006818,1,1,1
GHSA-cjg2-2fjg-fph4,8a93fdc6c9f4eb1d2f2a11b7ff1d12d70bf5a664,https://github.com/paritytech/frontier,"Handle 0 exponent with fudged length correctly in ModExp (#549)

* Handle 0 exponent with fudged length correctly in ModExp

* cargo fmt

* Revert to following EIP-2565 strictly, subtract after adding terms to prevent underflow

* Update frame/evm/precompile/modexp/src/lib.rs

Clean up test case

Co-authored-by: Wei Tang <accounts@that.world>

* More revert

* cargo fmt

* Prefer expect to match

Co-authored-by: Wei Tang <accounts@that.world>",0,6dd07a4d581a4c00bb2a2238a81997fc75bc2127,1,51,5
GHSA-r3r5-jhw6-4634,f70b99dd575fab79d8a942111a6980431f006818,https://github.com/waycrate/swhkd,[patch] CVE-2022-27818,0,b4e6dc76f4845ab03104187a42ac6d1bbc1e0021,2,7,9
GHSA-5rrv-m36h-qwf8,9e9f1fb44114078c000c78c72e691eeb9e7ac260,https://github.com/sagebind/isahc,fix #2,0,298bf062a27339dd3411c932e5ac2e91a497e43a,1,16,1
RUSTSEC-2020-0078,49b43f277afb1caf5104fcbe02bef581f7444686,https://github.com/deprecrated/net2-rs,"Do not assume memory layout of std::net::SocketAddr

Fixes #105

Reviewed by: Thomas de Zeeuw <thomasdezeeuw@gmail.com>",0,77a6eb4d5eb36adc81ee21ab7ffebc62fdf2ab88,2,124,10
GHSA-62jx-8vmh-4mcw,d90a02f582c03dfa0fd11c78d608d0974625ae5d,https://github.com/alexcrichton/tar-rs,"Don't create directories before we've verified they're inside the tar destination (#259)

Fixes #238

Co-authored-by: Robert O'Callahan <robert@ocallahan.org>",0,860858be1ef65b3640c27ed752ea080995f86a64,3,57,6
RUSTSEC-2020-0042,369e55736f9bd29c37b1712afc2923f4028148c6,https://github.com/arcnmx/stack-rs,"Add bounds check to Vector::insert

Fixes #4",0,76cc1855a3ce966182bcf6fb2dc6a1d765cb5138,1,2,1
GHSA-8q2v-67v7-6vc6,b8f9011c04f104bb4a20f44e5bce31a1e9b46e64,https://github.com/SergioBenitez/Rocket,"Fix 'LocalRequest::clone()' soundness issue.

The existing implementation of 'LocalRequest::clone()' mistakenly copied
the internal 'Request' pointer from the existing 'LocalRequest' to the
cloned 'LocalRequest'. This resulted in an aliased '*mut Request'
pointer, a clear soundness issue. The fix in this commit is to clone the
internal 'Request', replacing the internal pointer with the newly cloned
'Request' when producing the cloned 'LocalRequest'. A fix that removes
all 'unsafe' code should be explored.

Fixes #1312.",0,ca4d1572d408fd8dd13db103926ad96da878126d,2,53,4
GHSA-3jc5-5hc5-33gj,268301a714934dd067ba33f59f22c5f003aa20f3,https://github.com/oliver-giersch/conquer-once,further restricts `Send` for `OnceCell` (fixes #3),0,06db899114401235392321af8225b55e2290e1f6,1,1,1
RUSTSEC-2021-0044,e325e2fce4d9f9f392761e9fb58b418a48cef8bb,https://github.com/SergioBenitez/Rocket,"Fix soundness issue: make 'Formatter' panic-safe.

Fixes #1534.",0,c24f15c18f02319be83af4f3c1951dc220b52c5e,1,86,19
GHSA-4hjg-cx88-g9f9,8783a08e71694b7a5eb4fbc7cd95379b6de0d290,https://github.com/Matthias247/futures-intrusive,Add a Sync bound for GenericMutexGuard. Fixes #53. (#54),0,9ee6993ec7619f87dbbf0c995c19ef24b26586e6,1,7,0
RUSTSEC-2021-0073,59f2a7311dd6540696bfd0145f5281ce495f4385,https://github.com/tokio-rs/prost,"Fix #438: Check for overflow in `Duration` and `Timestamp` processing (#439)

* Check for overflow in `{Duration,Timestamp}::normalize`.

* Check for overflow when converting `Timestamp` to `SystemTime`.

Whether or not such an overflow is possible depends on the platform. It does not appear possible on `x86_64-unknown-linux-gnu` (which represents time with a 64-bit signed integer for seconds, same as `Timestamp`), but it is possible on `i686-unknown-linux-gnu` (which represents time with a 32-bit signed integer for seconds) and `x86_64-pc-windows-msvc` (which has a different representation of time altogether).

* Add documentation for `TimestampOutOfSystemRangeError`.

* Apply rustfmt.

Co-authored-by: Lucio Franco <luciofranco14@gmail.com>",0,0833d467bd55ee7ff427e0484fc299366ad9ab7d,1,264,16
RUSTSEC-2021-0003,85593a484173c574027d7897b980f729bb1f454f,https://github.com/servo/rust-smallvec,"Fix potential buffer overflow in `insert_many`

Fixes #252.",0,0b2b4e53a5cf86740b2515907dd53252b3b59401,2,26,1
GHSA-3qm2-rfqw-fmrw,18abedadaa77646cce6f2ca2149c0119a2e4f428,https://github.com/okready/scratchpad,"Fix double drop during panic unwinds

The `SliceMoveSource` and `SliceMoveSourceCollection` trait
implementations for arrays and boxed slices do not do anything to
inhibit the dropping of elements in the source array or box until after
all elements have been ""consumed"" by the provided closure. Under normal
""happy path"" operation, this doesn't pose any issues, but if an
unwinding panic occurs during closure execution, the element currently
being consumed and all previous elements in the source array or box will
be dropped even though ownership should have already been moved out of
the source.

For array-based sources, this commit addresses the issue by using an
internal consuming iterator that inhibits dropping for elements that
have already been consumed while dropping elements that have not been
consumed if the iterator is dropped before being exhausted (as could
occur during panic unwinds). For boxed slice sources, the boxed slice is
simply converted to a `Vec`, and the default iterator conversion for
`Vec`s (which is already unwind-safe) is used.

Fixes #1.",0,0cc776fb47e5339259675eca5548dc524aa7c550,4,304,30
GHSA-wp34-mqw5-jj85,6b83f9d0708337a9f8b709c1624a8587021ceba2,https://github.com/bennetthardwick/nano-arena,"Fix #1, add tests",0,f5306c73a0f8f260eb49f9f0a8509ef85f038244,1,55,2
RUSTSEC-2020-0091,dfeb84bfce2be11327749c152b3c8f4ea4304e12,https://github.com/vorner/arc-swap,"Fix soundness hole around access::Map

The assumption that the address of access's guarded reference stays the
same is not true.

Costs:
* The Map is now slower and adds an allocation.
* It can stop being Copy (but non-trivial guards weren't anyway) and
  it can stop being Sync/Send if the closure is not.
* The taken closure needs to be Clone.

Fixes #45.

Technically, it is a breaking change, but the plan is not to raise major
version, because:

* Even rust std gives exception to break compatibility for soundness
  hole fixes.
* It is not that likely people's code would break.
* Even if it breaks, they are much more likely to go to the fixed
  version then if the version got bumped and that's what they should be
  doing ASAP due to the potential UB.",0,b5ec44cd5d9b4b4a491cf85c1cbb2b1d5cdae061,2,20,37
GHSA-r57r-j98g-587f,340f893dbc9db3e43c6315b05eff4b0b150220d2,https://github.com/Absolucy/nanorand-rs,fix: Fix aliased mutable references with `TlsWyRand` (fixes #28),0,8e282f2f413d7cac73adf6a20c31bc4d5800cb8b,1,15,20
RUSTSEC-2021-0019,1660818b60832fdf58b982a37d81f5ef10abe0be,https://github.com/rust-x-bindings/rust-xcb,"string returned from X can be invalid utf-8 (#108)

fixes #96",0,121acde839901c33cde938a527f50993838dee89,1,53,9
RUSTSEC-2021-0014,6299af0ab17f070a78b75367e14b9101c29ce475,https://github.com/blackbeam/rust-marc,Remove unsafe code (fix #7),0,e626775a6998e1f97c8c1a242362602924e1693f,1,1,2
RUSTSEC-2020-0008,0867ad5c15fa52b7af3fc840ee7a1e256c469942,https://github.com/hyperium/hyper,"fix(client): allow client GET requests with explicit body headers

Closes #1925",0,ac45f1ac4508454f4e6b2ce26c1235dfdb169230,2,221,45
GHSA-39xg-8p43-h76x,6dd7ca0d50f2464df708975cdafcfaeeb6d41c66,https://github.com/diwic/reffers-rs,"Fix unsoundness in arefs/arefss::map/try_map

Closes: #7

Thanks to Youngsuk Kim (CS PhD student @ Georgia Tech)
for discovering this issue!",0,34d987860eb84c9e7ddc9a87c289bd6a7029576d,1,5,5
GHSA-v5r6-6r3c-wqxc,dbc7ab1c739667eb26aace1b9a6795192ed4a805,https://github.com/KizzyCode/asn1_der-rust,Fixed https://github.com/KizzyCode/asn1_der/issues/1 and added tests for this case,0,2e781a3e7de7e687ce5d7774bde963057abff4ae,2,7,8
GHSA-r7rv-2rph-hvhj,3199bd8623d05341b4047f53e143ae67d7d9f064,https://github.com/buttplugio/buttplug,"chore: Add trait bounds for ButtplugFutureStateShared Sync/Send

Make sure that the Sync/Send impls for ButtplugFutureStateShared
require that the type we are holding also implement Send/Sync.

Fixes #225",0,c7bf7eb3223b9cd6743b5db901e271a856054c89,1,2,2
RUSTSEC-2021-0036,2928a87a0c9f86c46ba70f8c8058d9b7b10a241d,https://github.com/droundy/internment,restrict Sync/Send for Intern<T> (closes #20),0,863dbc0653cb8b265b3b969d94b4bdaa50fd4a03,1,2,2
GHSA-m7w4-8wp8-m2xq,8e970aaa60471a845a309c0fe82ebe59779341ca,https://github.com/maciejhirsz/beef,"Require Sync to implement Send for Cow. Fixes #37 (#38)

* Require Sync to implement Send for Cow. Fixes #37

Currently it is possible to send across references to non-sync types across thread boundaries as long as they are wrapped in a Cow. This changes the trait bounds for `Send` to be the same as they are for the standard library's Cow https://doc.rust-lang.org/std/borrow/enum.Cow.html#impl-Send

* `Send` should always require `Send`

Co-authored-by: Maciej Hirsz <1096222+maciejhirsz@users.noreply.github.com>",0,0b4685143e680749991c295836d8d09565fd6814,1,2,1
RUSTSEC-2021-0112,cdff034e6d93cdfdafd13d8c6956e22fa5a57b79,https://github.com/tectonic-typesetting/tectonic,"xdv: fix a potential source of undefined behavior

Fixes #752.",0,c86ad4140a7b59c4f5a1db2f0adbb966285e75cd,1,3,4
RUSTSEC-2021-0016,599313b39c249ee89144c69eb09da0f56d579922,https://github.com/andrewhickman/ms3d,"Fix passing uninit buffer to user-provided Read implementation

Fixes #1",0,d583d52f0143f833ee31f6adfe0d7ba06a2b5d6b,1,3,6
RUSTSEC-2020-0040,291fca7dbfb2e3fe235180b41ce9e845ef0b2895,https://github.com/petertodd/rust-obstack,"Fix padding calculation

Fixes https://github.com/petertodd/rust-obstack/issues/4

Was basically calculating the bytes after the *previous* alignment
boundry, rather than the padding required to get to the *next* alignment
boundry. Which was covered up by another bug where the padding wasn't
converted to units.

Also didn't account for the fact that the alignment might be larger than
the chunk size.",0,79d95ca1f548bee9a5cb19249afc35a034f8f90a,1,2,7
GHSA-jf5h-cf95-w759,936ab41a87d2b4876e09efc43864faf591dc0c2c,https://github.com/gz/rust-cpuid,"Replac uses of from_utf8_unchecked with from_utf8.

Fixes #43.",0,0ebd1da97b50e10c3672681c9508bab5692f10e3,1,12,20
